Nom,Code,Type,Adresse 1,Adresse 2,Adresse 3,CP,Ville
CARGILL CACAO & CHOCOLAT FRANCE SAS,5490,Client,ZI DU GRAND LAUNAY,6, AVENUE PHILIPPE LEBON,,76120,LE GRAND QUEVILLY
TRANS SERVICE,1285,Client,CIT DE RONCQ,CENTRE ADMISTRATIF,,76120,LE GRAND QUEVILLY
L UNION DES SYNDICATS,8048,Client,SUD 3,CENTRE COMMERCIAL GEANT,,76120,LE GRAND QUEVILLY
CONTINENTAL PHARMACEUTIQU,4235,Client,ZAC DU GRAND LAUNAY NE,LE SITE EST FERME,8 AV PAUL DELORME PLUS ENVOYER,76120,LE GRAND QUEVILLY
BORFLEX BOBET,105,Client,5,BOULEVARD PIERRE BROSSO,LETTE,,76120,LE GRAND QUEVILLY
DACHSER FRANCE CONTRACT,10216,Client,31 RUE DE L INDUSTRIE,LOGISTICS NORMANDIE,,76120,LE GRAND QUEVILLY
BRAND FRANCE,5194,Client,191 ROUTE DES DOCKS,PARC ACT DES BORD DE SEINE,,76120,LE GRAND QUEVILLY
DARTY NORMANDIE,6617,Client,AVENUE E. BASLY,Z.I. DU GD LAUNAY,,76120,LE GRAND QUEVILLY
PONTICELLI FRERES,909,Client,9 AVENUE EUGENE VARLIN,Z.I. DU GRAND LAUNAY,,76120,LE GRAND QUEVILLY
BADT LEVAGE,5,Client,AV. PHILIPPE LEBON,Z.I. GD LAUNAY,,76120,LE GRAND QUEVILLY
IDEA EMBALLAGE,376,Client,4 AVENUE PAUL DELORME,ZAC DU GRAND LAUNAY,,76120,LE GRAND QUEVILLY
ARTEGY CHEZ ORANGE,14408,Client,3 AV PHILIPPE LEBON,ZAC DU GRAND QUEVILLY,,76120,LE GRAND QUEVILLY
SENALIA LOGISITICS ENTREPOSAGE,14750,Client,AVENUE VICTOR GRIGNARD,ZI DU GRAND AULNAY,,76120,LE GRAND QUEVILLY
LECOUFLE,5561,Client,AV. E.VARLIN,ZI DU GRAND LAUNAY,,76120,LE GRAND QUEVILLY
LOXAM POWER,6253,Client,1 AV EMILE BAFLY,,,76120,LE GRAND QUEVILLY
ARES,13143,Client,1 RUE ANDRE MALLET,,,76120,LE GRAND QUEVILLY
CNP DRIVE GRAND QUEVILLY,14166,Client,11 RUE PAUL VAILLANT COUTURIER,,,76120,LE GRAND QUEVILLY
SEV VIANDES,1569,Client,164, RUE DE LA REPUBLIQUE,,,76120,LE GRAND QUEVILLY
STILL-ROUEN,15364,Client,191 Route des Docks,,,76120,LE GRAND QUEVILLY
ARIEL INDUSTRIES,6708,Client,191 ROUTE DES DOCKS,,,76120,LE GRAND QUEVILLY
INITIAL HYGIENE SERVICES,14860,Client,191 RUE DES DOCKS,,,76120,LE GRAND QUEVILLY
NOUVELLE BEDOUELLE CHARPENTE,11721,Client,21 Avenue Eug�ne VARLIN,,,76120,LE GRAND QUEVILLY
ECF COTTARD FORMATION,4087,Client,2713 BLD STALINGRAD,,,76120,LE GRAND QUEVILLY
PROMAR LASHING AND HANDLING,9537,Client,2713 BLD STALINGRAD,,,76120,LE GRAND QUEVILLY
PERRENOT ROUEN,12438,Client,29 RUE DE L INDUSTRIE,,,76120,LE GRAND QUEVILLY
MTR,5872,Client,37-39,RUE P. CORNEILLE,,,76120,LE GRAND QUEVILLY
REVIVAL ROUEN,14964,Client,438 CHEMIN DU GARD,,,76120,LE GRAND QUEVILLY
AFM RECYCLAGE,15613,Client,438 CHEMIN DU GORD,,,76120,LE GRAND QUEVILLY
GDE ROUEN,5072,Client,438, CHEMIN DU GORD,,,76120,LE GRAND QUEVILLY
SEINE ZENITH,5499,Client,44 AVENUE DES CANADIENS,,,76120,LE GRAND QUEVILLY
LITT DIFFUSION AGENCE DE ROUEN,7190,Client,5 AV EMILE BASLY,,,76120,LE GRAND QUEVILLY
QUALI POSE,14518,Client,54 AVENUE DU GENERAL LECLERC,,,76120,LE GRAND QUEVILLY
ATB ROUEN,9101,Client,6 RUE PAUL VAILLANT COUTURIER,,,76120,LE GRAND QUEVILLY
ADT,4865,Client,6 RUE PAUL VALLANT COUTURIER,,,76120,LE GRAND QUEVILLY
U EXPRESS,14227,Client,65 AVENUE DES PROVINCES,,,76120,LE GRAND QUEVILLY
ETANCHEITE 76,12019,Client,69 RUE DE LA REPUBLIQUE,,,76120,LE GRAND QUEVILLY
GNSB RENOVATION,15141,Client,69 RUE DE LA REPUBLIQUE,,,76120,LE GRAND QUEVILLY
RHODANIENNE DE TRANSIT GROUPE RDT,2964,Client,7 BLD PIERRE BROSSETTE,,,76120,LE GRAND QUEVILLY
GIFI MAG,13812,Client,7 Rue Paul VAILLANT COUTURIER,,,76120,LE GRAND QUEVILLY
RHENUS LOGISTICS FRANCE,8915,Client,924 BOULEVARD DE STALINGRAD,,,76120,LE GRAND QUEVILLY
GXO LOGISTICS FRANCE,15645,Client,924 Boulevard Stalingrad,,,76120,LE GRAND QUEVILLY
CANDICE,16023,Client,Centre commercial du Bois Cany,,,76120,LE GRAND QUEVILLY
LINCOLN ELECTRIC FRANCE,703,Client,AV. FRANKLIN ROOSEVELT,,,76120,LE GRAND QUEVILLY
ROUEN EXPO EVENEMENTS,258,Client,PARC DES EXPOSITIONS,,,76120,LE GRAND QUEVILLY
PETIT FORESTIER,5152,Client,AV GENERAL LECLERC,,,76120,LE GRAND QUEVILLY
DESORMEAUX,2293,Client,38, RUE PAUL LAMBARD,,,76120,LE GRAND QUEVILLY
GEFCO FRANCE SAS,8765,Client,4 RUE PAUL VAILLANT COUTURIER,,,76120,LE GRAND QUEVILLY
ZAMENHOF RENT,12470,Client,2,4 RUE DE LA COOPERATIVE,,,76120,LE GRAND QUEVILLY
HELIO SERVICE,5398,Client,16Bis RUE ALFRED KASTLER,,,76130,MONT SAINT AIGNAN
UNIVERSITE DE ROUEN,11871,Client,1 RUE THOMAS BECKET,,,76130,MONT SAINT AIGNAN
PROCESS AIR,12565,Client,26 RUE ALFRED KASTLER,PARC DE LA VATINE,,76130,MONT SAINT AIGNAN
AFI,7281,Client,18 RUE ALFRED KASTLER,PAT DE LA VATINE,,76130,MONT SAINT AIGNAN
ODIEVRE,12921,Client,16 RUE GEORGES CHARPAK,,,76130,MONT SAINT AIGNAN
ASA DISTIBUTION,8991,Client,8 BIS RUE PIERRE GILLES DE GENNES,,,76130,MONT SAINT AIGNAN
SUPER U,12193,Client,COMMERCIAL DES COQUETS,,,76130,MONT SAINT AIGNAN
NORMANDIE INCENDIE,13445,Client,1 ROUTE DES ENTREPRENEURS,,,76133,EPOUVILLE
ARIS,2323,Client,36, RUE HENRI TERNON,,,76133,EPOUVILLE
PETIT FORESTIER LOCATION,15080,Client,8 RUE DES ARTISANS,,,76133,EPOUVILLE
SM BATIMENT,13582,Client,Rue des entrepreneurs,,,76133,EPOUVILLE
KILOUTOU MODULES,13761,Client,ZA DE COUPEAUVILLE,,,76133,EPOUVILLE
ALTERVAL,11687,Client,ZAC DE COUPEAUVILLE,,,76133,EPOUVILLE
EV CARGO GLOBAL FORWARDING SAS,15424,Client,ZAC DE COUPEAUVILLE,,,76133,EPOUVILLE
SEPMI,7809,Client,35 RUE RENE COTY,,,76133,ROLLEVILLE
EUROMATIC WARNING,1800,Client,15, RUE ETIENNE DOLET,CENTRE LBC - ENTREPOT N�2,,76140,LE PETIT QUEVILLY
IPODEC NORMANDIE,872,Client,1, ALLEE DE L INDUSTRIE,Z.I. DES PATIS,,76140,LE PETIT QUEVILLY
FOURMENT - CITEOS,5534,Client,2 RUE DU STADE,ZI DES PATIS,,76140,LE PETIT QUEVILLY
DIPROTEX,4881,Client,110, RUE FRERES DELATTRE,,,76140,LE PETIT QUEVILLY
VIR TRANSPORT,12391,Client,15 Rue Etienne Dolet,,,76140,LE PETIT QUEVILLY
BRANGEON TRANSPORTS,15029,Client,15 RUE ETIENNE DOLET,,,76140,LE PETIT QUEVILLY
TRANSPORTS BRANGEON,14867,Client,15/21 RUE ETIENNE DOLET,,,76140,LE PETIT QUEVILLY
POMONA EPISAVEURS,7701,Client,15-19 RUE ETIENNE  DOLET,,,76140,LE PETIT QUEVILLY
SOTUMEC,9751,Client,19 RUE PIERRE CORNEILLE,,,76140,LE PETIT QUEVILLY
PAPREC NORD NORMANDIE,10389,Client,2 RUE DU MANOIR QUEVAL,,,76140,LE PETIT QUEVILLY
SNEF,3986,Client,2, RUE ANDRE BREANCON,,,76140,LE PETIT QUEVILLY
PREDIA,15597,Client,26 RUE ROSA BONHEUR,,,76140,LE PETIT QUEVILLY
AIRLESS DECO,12346,Client,28 RUE PIERRE CORNEILLE,,,76140,LE PETIT QUEVILLY
PEINTURES GUY MARCHAND,15758,Client,48 BOULEVARD STANISLAS GIRARDIN,,,76140,LE PETIT QUEVILLY
POULLAIN,4905,Client,70 BIS RUE DE LA MOTTE,,,76140,LE PETIT QUEVILLY
FLOROSNY,4985,Client,70, RUE DE LA MOTTE,,,76140,LE PETIT QUEVILLY
BERLINE SERVICES,9817,Client,9 RUE DES PATIS,,,76140,LE PETIT QUEVILLY
BETOBO,14720,Client,9 RUE DES PATIS,,,76140,LE PETIT QUEVILLY
ROHRER FRANCE,15684,Client,9 RUE DES PATIS,,,76140,LE PETIT QUEVILLY
ATD,51,Client,RUE DU MANOIR QUEVAL,,,76140,LE PETIT QUEVILLY
SCENE NATIONALE DE PETIT,5504,Client,THEATRE MAXIME GORKI,,,76140,LE PETIT QUEVILLY
INOXYDA,454,Client,4, 8 RUE ETIENNE DOLET,,,76140,LE PETIT QUEVILLY
ANIDER,4096,Client,61 BLD CHARLES DE GAULLE,,,76140,LE PETIT QUEVILLY
SRBC,1273,Client,ROUEN. BACHERIE CORD,,,76140,LE PETIT QUEVILLY
RESSORTS MASSELIN,770,Client,53,BLD STANISLAS GIRARDIN,,,76140,LE PETIT QUEVILLY
ETF,308,Client,57 RUE ROUGET DE LISLE,SECTEUR DE ROUEN ET IDF,,76140,LE PETIT QUEVILLY
ALSTOM TRANSPORT,494,Client,9, RUE DES PATIS,,,76140,LE PETIT QUEVILLY
F. ELEC,9527,Client,RUE PIERRE GASSENDI,ZA 1 - LES PORTES DE L OUEST,,76150,LA VAUPALIERE
CIMME MANUTENTION,7844,Client,3 RUE FRANCOIS ARAGO,ZA LES PORTES DE L OUEST,,76150,LA VAUPALIERE
PRESTATEK,14009,Client,ZA LES PORTES DE L OUEST,,,76150,LA VAUPALIERE
SONEPAR,15749,Client,Za Les Portes De L ouest 5 r Fran�ois Arago,,,76150,LA VAUPALIERE
MF PRODUCTIONS,11570,Client,ZI DE LA MAINE,RUE BERTHELOT,,76150,MAROMME
ROCHEBOBOIS,13091,Client,8 RUE MARCONI,ZI DE LA MAINE,,76150,MAROMME
DEVILLOISE DE CHAUFFAGE,11260,Client,11 RUE AMPERE,ZI LA MAINE,,76150,MAROMME
TCP CRYOPAK FRANCE,11420,Client,1, RUE BERTHELOT,,,76150,MAROMME
J S INVEST,16058,Client,11 RUE DU MOULIN A POUDRE,,,76150,MAROMME
NOVANDIE,496,Client,19 RUE DE LA REPUBLIQUE,,,76150,MAROMME
POMONA TERRE AZUR,12994,Client,9 Rue Berthelot,,,76150,MAROMME
A2C,9343,Client,ROUTE DE CANTELEU,,,76150,MAROMME
STG ROUEN,1954,Client,RUE AMPERE - Z.I.LA MAINE,,,76150,MAROMME
MAROMMEDIS SUPER U,9778,Client,RUE DES MARTYRS DE LA RESISTANCE,,,76150,MAROMME
NUTRISET,15944,Client,RUE JACQUARD,,,76150,MAROMME
3899 MAROMME ST JEAN POINT P,11398,Client,ROUTE NATIONALE 15,,,76150,ST JEAN DU CARDONNAY
OLYMP ETIQ,4775,Client,690 RUE GEORGES CHARPACK,,,76150,ST JEAN DU CARDONNAY
U EXPRESS,14286,Client,ROUTE DE DUCLAIR,,,76150,ST JEAN DU CARDONNAY
OPEN EVENEMENTS,11065,Client,33 RUE PRINCIPALE,,,76160,BOIS L EVEQUE
JPGC,15358,Client,11 RUE AUX JUIFS,CAP DARNETAL (LOT 12),,76160,DARNETAL
CIEMI NORMANDIE,6048,Client,ZA DES VIOLETTES,CHEMIN DU FOUR A CHAUX,,76160,DARNETAL
COIFF IDIS,6121,Client,RUE FOUR A CHAUX,Z.A. DES VIOLETTES,,76160,DARNETAL
EMERAUDE BRICO DISTRIBUTION,11662,Client,11 RUE AUX JUIFS,,,76160,DARNETAL
BURODOC,5565,Client,2, RUE DE WADDINGTON,,,76160,DARNETAL
FL SERVICES,14807,Client,271 Impasse de la Folleti�re,,,76160,PREAUX
CHAUSSON MATERIAUX,11465,Client,561 RUE DU PONT BEAULIEU,PINEAU VEXAGLO,,76160,ST JACQUES SUR DARNETAL
MANUCO SERVICE,209,Client,Z.A. LA BRIQUETERIE,VOIE C N� 91,,76160,ST JACQUES SUR DARNETAL
ERHYG,14516,Client,240 VOIE C,ZA DE LA BRIQUETERIE,,76160,ST JACQUES SUR DARNETAL
COBEIMA,11779,Client,VOIE D,ZA DE LA BRIQUETERIE,,76160,ST JACQUES SUR DARNETAL
CASSANDRE,14498,Client,1160 rue du G�n�ral de Gaulle,,,76160,ST JACQUES SUR DARNETAL
VAL CHIMIE,6023,Client,47 SENTE DU BOIS TISON,,,76160,ST JACQUES SUR DARNETAL
NICOLETTA NORMANDIE,15585,Client,ZA LA BRIQUETERIE,,,76160,ST JACQUES SUR DARNETAL
ENTREPRISE FABIEN BREANT,13069,Client,ZA LA BRIQUETERIE,,,76160,ST JACQUES SUR DARNETAL
LYOVEL,13217,Client,1287 RUE DU VERT BUISSON,,,76160,ST LEGER DU BOURG DENIS
CHAUSSON MATERIAUX,15043,Client,251, ROUTE DE LYONS,,,76160,ST LEGER DU BOURG DENIS
LARIVIERE AGENCE ROUEN STLEGER,665,Client,RUE DE LYONS LA FORET,,,76160,ST LEGER DU BOURG DENIS
LECORDIER SIVERSO,6817,Client,ZI RUE DE L INDUSTRIE,,,76160,ST LEGER DU BOURG DENIS
FIMAX,15665,Client,107 ALLEE DE LA BOUVERIE,,,76160,ST MARTIN DU VIVIER
TMN THERMIQUE,15290,Client,8 Rue de la Boissi�re,,,76170,LA FRENAYE
SNM METAL,10790,Client,8 RUE DE LA BOSSIERE,,,76170,LA FRENAYE
ELIS,6894,Client,PARC D ACTIVITES DE LA BOISSIERE,,,76170,LA FRENAYE
GLOBAL PALLETTS AND PACKAGING,10465,Client,ZAC DE LA FRENAYE,,,76170,LA FRENAYE
ASSOCIATION CULTUREL JULIOBONA,10818,Client,PLACE DE COUBERTIN,CENTRE CULTUREL,,76170,LILLEBONNE
ONET LOGISTIQUE ET PRODUCT,6088,Client,CHEMIN DEPART.173,SITE EMC SAS,,76170,LILLEBONNE
JOHN CRANE,12463,Client,HOTEL D ENTRE,ZA BOLBEC ST JEAN,,76170,LILLEBONNE
ORTEC ENVIRONNEMENT,10496,Client,ROUTE DU BORD DE SEINE,ZA DU FRONT DE SEINE,,76170,LILLEBONNE
LEADER PRICE,12465,Client,1 Avenue du Mar�chal Leclerc,,,76170,LILLEBONNE
PONTICELLI FRERES,960,Client,173, AV. DU PORT JEROME,,,76170,LILLEBONNE
CHI CAUX VALLEE DE SEINE,14237,Client,19 AVENUE RENE COTY,,,76170,LILLEBONNE
POINT DAMIGNY,14469,Client,2 RUE AUGUSTE DESGENETAIS,,,76170,LILLEBONNE
ALFRAN INTERMARCHE,7735,Client,28 BD DE LATTRE TASSIGNY,,,76170,LILLEBONNE
U EXPRESS,14285,Client,35 RUE HENRI MESSAGER,,,76170,LILLEBONNE
DF INDUSTRIE,6373,Client,46 RUE CESARINE,,,76170,LILLEBONNE
GAMM VERT,12090,Client,AVENUE DU MARECHAL LECLERC,,,76170,LILLEBONNE
MAIRIE DE LILLEBONNE,4150,Client,ESPLANADE F. MITTERAND,,,76170,LILLEBONNE
DE RIJKE NORMANDIE,9724,Client,PARC D ACTIVITES LES HERBAGES,,,76170,LILLEBONNE
RM SERVICES,2217,Client,QUAI DE RADICATEL,,,76170,LILLEBONNE
POINT BRICOLAGE,13949,Client,RUE AUGUSTE DESGENETAIS,,,76170,LILLEBONNE
LABRUCHE,888,Client,RUE DELATTRE DE TASSIGNY,,,76170,LILLEBONNE
ARLANXEO,195,Client,USINE DU PORT JEROME- ZI,,,76170,LILLEBONNE
SMST,6939,Client,Z A  DU MESNIL,,,76170,LILLEBONNE
LAVAOUEST,4851,Client,Z.I. LES HERBAGES,,,76170,LILLEBONNE
DELTA ENERGIE,5139,Client,ZA DU MESNIL,,,76170,LILLEBONNE
CALORIFUGE INDUSTRIEL DE NDIE,2102,Client,ZA LE MESNIL,,,76170,LILLEBONNE
PS RAMONEUR REPRAM,3649,Client,ZI DU MESNIL,,,76170,LILLEBONNE
SODI NORMANDIE,9436,Client,ZI LA METAIRIE,,,76170,LILLEBONNE
GCA ESCO SERVICES,12698,Client,ZI LES HERBAGES,,,76170,LILLEBONNE
GCA LOGISTICS LE HAVRE,783,Client,ZI LES HERBAGES,,,76170,LILLEBONNE
DELISLE LOGISTIQUE,11972,Client,ZI LILLEBONNE,,,76170,LILLEBONNE
AMGE INDUSTRIE,10744,Client,1744 RUE DE POITIERS,,,76170,MELAMARE
LA TRIQUERVILLAISE,15924,Client,613 RUE DES MOUILLANTS,,,76170,PORT JEROME SUR SEINE
MALLARD,3689,Client,177 ROUTE DE LILLEBONNE,,,76170,SAINT ANTOINE LA FORET
RM SERVICES,7241,Client,QUAI DE RADICATEL,,,76170,SAINT JEAN DE FOLLEVILLE
OREADE,12316,Client,ZAC DE PORT JEROME II,CENTRE DE VALORISATION ENERGETIQUE,,76170,ST JEAN DE FOLLEVILLE
SAVALLE,12831,Client,CHEMIN DE LA PLAINE,,,76170,ST NICOLAS DE LA TAILLE
DETHAN TRANSPORTS,14691,Client,ZA LE NOUVEAU MONDE,,,76170,ST NICOLAS DE LA TAILLE
GENDRON MECANIQUE GENERALE,15041,Client,18 Route de Bellefosse,,,76190,ALLOUVILLE BELLEFOSSE
LEVESQUE DAVID,13815,Client,16 ROUTE DES TOTS,,,76190,AUTRETOT
DU CHATEAU,9909,Client,160, IMPASSE DE LA BIDEAUDERIE,,,76190,AUZEBOSC
AGY LIN,163,Client,Route de la Linerie,,,76190,BAONS LE COMTE
POM COM,12094,Client,ROND POINT A150,HAMEAU DE LOUMARE,,76190,ECALLES ALIX
SNC DU MOULIN,13108,Client,798 RUE DE LA CHAPELLE,,,76190,ETOUTTEVILLE
SCEA VIMBERT,15787,Client,999 Rue du Grand Gaillon,,,76190,ETOUTTEVILLE
YVETOT TRANSPORTS,7174,Client,RN 15,La Fourche,,76190,SAINTE MARIE DES CHAMPS
SEIMAR INTERMARCHE,11484,Client,261 AVENUE RENE COTY,,,76190,SAINTE MARIE DES CHAMPS
LILLEBONNAISE DE SERRURERIE,15542,Client,799 ROUTE DE CAUDEBEC,,,76190,ST AUBIN DE CRETOT
AEROLIA NORD OUEST,14674,Client,2 IMPASSE DES RENARDS,BAT 4,,76190,STE MARIE DES CHAMPS
AERODEP,15777,Client,2 IMPASSE DES RENARDS,,,76190,STE MARIE DES CHAMPS
BICHOT ENERXIA,13244,Client,209 rue Jean Mermoz,,,76190,STE MARIE DES CHAMPS
MATERIAUX NORMANDS,12982,Client,360 AVENUE DES LIONS,,,76190,STE MARIE DES CHAMPS
CTMI,11886,Client,39 AVENUE DE L INDUSTRIE,,,76190,STE MARIE DES CHAMPS
ECOCITY,10946,Client,47 RUE DU COMMERCE,,,76190,STE MARIE DES CHAMPS
CHRETIEN MATERIAUX,5353,Client,AVENUE DES LIONS,,,76190,STE MARIE DES CHAMPS
GARCZYNSKI TRAPLOIR YVETOT,9237,Client,RUE DES RENARDS,,,76190,STE MARIE DES CHAMPS
PUBIMPRESSION,15879,Client,ZA 310 RUE DES COLVERTS,,,76190,STE MARIE DES CHAMPS
NETMAN,940,Client,25 route THOMAS PESQUET,PARC ACTIVITE VALIQUERVILLE,,76190,VALLIQUERVILLE
CONCEPT MANUFACTURING,10273,Client,346 ROUTE THOMAS PESQUET,YN PARC D ACTIVITE DE VALLIQUERVILLE,,76190,VALLIQUERVILLE
NETMAN CHEZ ARLANXEO,13749,Client,25 ROUTE THOMAS PESQUET,YN PARC D ACTIVITES DE VALLIQUERVILLE,,76190,VALLIQUERVILLE
CO JAMET G,5636,Client,36 RUE SOPHIE GERMAIN,,,76190,VALLIQUERVILLE
ECO TECHNILIN,4667,Client,RD 6015,,,76190,VALLIQUERVILLE
YVETOT SERVICE DISTRIBUTION,11782,Client,20 RUE GUY MAUPASSANT,,,76190,YVETOT
FORCHY PATISSIER,2693,Client,57 RUE DES CHAMPS,,,76190,YVETOT
LYCEE YVETOT AGRICOLE,15644,Client,90 RUE FERDINAND LECHEVALIER,,,76190,YVETOT
ETO - BRICOMARCHE,252,Client,R.N. 15,,,76190,YVETOT
ESAT ARCAUX,89,Client,CHATEAU DE BOIS-HIMONT,,,76190,YVETOT
SAS SIAC,10019,Client,17 RTE DE GREMONVILLE,,,76190,YVETOT
YVETODIS,907,Client,RUE JEAN MOULIN,,,76190,YVETOT
BAPC (ESAT),2454,Client,52, RUE JOSEPH CODDEVILLE,,,76190,YVETOT
LINEX PANNEAUX,917,Client,ZI ALLOUVILLE BELLEFOSSE,,,76190,YVETOT
LA MARCHANDE ROYAL FRUITS,6983,Client,26 GRANDE RUE,,,76200,DIEPPE
SYSCO,297,Client,ZI DE ROUXMESNIL BOUTEILLES,,,76200,DIEPPE
UNION DES USAGERS DU PORT DE DIEPPE,5554,Client,QUAI DU MAROC,,,76200,DIEPPE
CEGELEC SDEM,2760,Client,COURS BOURBON,,,76200,DIEPPE
ESI,2596,Client,ZI EUROCHANNEL,,,76200,DIEPPE
DUTOT AGRIPROD,9643,Client,1936 ROUTE DE SAINT JEAN,,,76210,BEUZEVILLE LA GRENIER
CUMA DE LA VOIE ROMAINE,7810,Client,998 CHEMIN DU FIXE,,,76210,BEUZEVILLEETTE
LA FRANCAISE DES COULEURS,7479,Client,64 AVENUE LOUIS DEBRAY,ZA DE BACLAIR,,76210,BOLBEC
CTLM,1544,Client,9 RUE LOUISE MICHEL,ZI DE RONCHEROLLES,,76210,BOLBEC
ORIL INDUSTRIE,14789,Client,ROUTE DEPARTEMENTALE 30,ZONE ARTISANALE DE BACLAIR,PORTAIL P4,76210,BOLBEC
MULTISTEEL,9418,Client,64 AVENUE LOUIS DEBRAY,ZONE DE BACLAIR,,76210,BOLBEC
ORIL INDUSTRIE,951,Client,13, RUE A. DESGENETAIS,,,76210,BOLBEC
LYCEE PIERRE DE COUBERTIN,15953,Client,130 BIS RUE GEORGES CLEMENCEAU,,,76210,BOLBEC
QUESADA,14725,Client,3 RUE LOUISE MICHEL,,,76210,BOLBEC
DUCLOS JEAN-CLAUDE,7247,Client,619 ROUTE DE MIZVILLE,,,76210,BOLBEC
ESAT IMS DE BOLBEC,6083,Client,62 AVENUE LOUIS DEBRAY,,,76210,BOLBEC
TRANSPORTS BRUMENT,9997,Client,622 B HAMEAU DU MONT PELLIER,,,76210,BOLBEC
MARTIN CALAIS,10879,Client,64 AVENUE LOUIS DEBRAY,,,76210,BOLBEC
ADELYA TERRE HYGIENE LEVOY,12397,Client,AVENUE DE L INNOVATION,,,76210,BOLBEC
LOCSEMI76,14278,Client,HAMEAU DU MONT PELLIER,,,76210,BOLBEC
DU MONT PELLIER,8934,Client,LE MONT PELLIER,,,76210,BOLBEC
EURIAL ULTRA FRAIS,11026,Client,100 RUE DE LA BRIARDERIE,ROUTE DE L ABBAYE,,76210,GRUCHET LE VALASSE
COUSTHAM,328,Client,83, AVENUE FOCH,,,76210,GRUCHET LE VALASSE
STECO,15722,Client,RUE DE L ABBAYE,,,76210,GRUCHET LE VALASSE
GRUCHET DISCOUNT TOP DISCOUNT,10954,Client,RUE DE L ABBAYE,,,76210,GRUCHET LE VALASSE
ALX2M,8910,Client,58 ROUTE DU PETIT LANQUETOT,,,76210,LANQUETOT
VALLOIS AGENCE ESTUAIRE,8367,Client,LE VASHOUIS,,,76210,MIRVILLE
OPTIMAT,12975,Client,240 RUE DE L EGLISE,,,76210,PARC D ANXTOT
METAL CONCEPT,7354,Client,IMPASSE ST JEAN BAPTISTE,,,76210,PARC D ANXTOT
SNC BARBARAY,13935,Client,1500 ROUTE DE LA PLAINE DU CHATEAU,,,76210,RAFFETOT
TEILLAGE BELLET,9241,Client,1550 RUE DE LA PLAINE DU CHATEAU,,,76210,RAFFETOT
ORENGE,950,Client,550 ROUTE DE BOLBEC,,,76210,RAFFETOT
JHN ETABLISSEMENT JOURDAIN,2799,Client,80 CHEMIN DE LA FERME,,,76210,RAFFETOT
INTERHALAL,15779,Client,100 Chemin du Ch�teau,,,76210,ROUVILLE
AFI,8651,Client,ZA LA MARE CAREL,,,76210,ST EUSTACHE LA FORET
DIDACTIC,2857,Client,216 RUE ROLAND MORENO,ZI BOLBEC ST JEAN,,76210,ST JEAN DE LA NEUVILLE
BATISTYL MENUISERIES,8933,Client,ZAC DE ST JEAN DE LA NEUVILLE,,,76210,ST JEAN DE LA NEUVILLE
DESJARDINS CREATION,10951,Client,84 ROUTE DE FAUVILLE,,,76210,TROUVILLE ALLIQUERVILLE
DESJARDINS MONTIVILLIERS SAS,2985,Client,84 ROUTE DE FAUVILLE,,,76210,TROUVILLE ALLIQUERVILLE
DESJARDINS TROUVILLE SAS,4263,Client,84. route de Fauville,,,76210,TROUVILLE ALLIQUERVILLE
DANONE PRODUITS FRAIS FRANCE,2684,Client,RUE DE SAVIGNIE,,,76220,FERRIERES EN BRAY
GARAGE DE NORMANDIE,1410,Client,AGENCE RENAULT V.I.,12 ZA DE LA GARENNE,,76220,GOURNAY EN BRAY
CAROLINE,1279,Client,RN 31,PROMENADE DU PAYS DE BRAY,,76220,GOURNAY EN BRAY
POLYKOTE,9696,Client,3 AVENUE DE L EUROPE,ZONE INDUSTRIELLE DE L EUROPE,,76220,GOURNAY EN BRAY
SOGEMAL,1245,Client,1 ZI DE LA GARENNE,,,76220,GOURNAY EN BRAY
EPTE LOGISTIQUE,11031,Client,12 AVENUE DE L EUROPE,,,76220,GOURNAY EN BRAY
MOULIN PAUL DUPUIS,2145,Client,58, RUE DE FERRIERES,,,76220,GOURNAY EN BRAY
INTERMARCHE STE DUMEL,13655,Client,AV PASTEUR,,,76220,GOURNAY EN BRAY
SIKA FRANCE,1202,Client,Z.I. DE L EUROPE,,,76220,GOURNAY EN BRAY
AUTOLIV FRANCE,641,Client,ZI DE L EUROPE,,,76220,GOURNAY EN BRAY
TRAMICO SAS,5705,Client,ZI DE L EUROPE,,,76220,GOURNAY EN BRAY
LECHEVALIER,4125,Client,56 R.JEAN MERMOZ,PARC ACTIVITES BRETEQUE,,76230,BOIS GUILLAUME
D2P PHARMA,6692,Client,RUE GUSTAVE EIFFEL,ZAC LEADER,,76230,BOIS GUILLAUME
CHU DE BOIS GUILLAUME,15958,Client,147 AVENUE DU MARECHAL JUIN,,,76230,BOIS GUILLAUME
LECLERC DRIVE,15144,Client,4470 ROUTE DE NEUFCHATEL,,,76230,BOIS GUILLAUME
VILLE DE BOIS GUILLAUME,6634,Client,555, RUE HERBEUSE,,,76230,BOIS GUILLAUME
SNPR,11506,Client,565 RUE HERBEUSE,,,76230,BOIS GUILLAUME
UCPA BOIS-GUILLAUME,14024,Client,87 ALLEE DE L ANCIEN CHATEAU,,,76230,BOIS GUILLAUME
AGC CONSTRUCTION,15589,Client,9848 RUE GUSTAVE EIFFEL,,,76230,BOIS GUILLAUME
SOPROTEC INDUSTRIE,4718,Client,PARC D ACTIVITES DE LE BRETEQUE,,,76230,BOIS GUILLAUME
LEROY MERLIN FRANCE,4828,Client,ROUTE NATIONALE 28,ZAC DE LA RONCE,,76230,ISNEAUVILLE
