Nom,Code,Type,Adresse 1,Adresse 2,Adresse 3,CP,Ville
AD NORMANDIE MAINE,6330,Client,PARC D ACTIVITES DU LONDEAU,,,61000,ALENCON
3936 ALENCON NEGOCE POINT P,8425,Client,73 AVENUE DE BASINGSTOKE,,,61000,ALENCON
3836 ALENCON PREFA POINT P,11436,Client,75 AVENUE DE BASINGSTOKE,,,61000,ALENCON
ELIVIA ALENCON SELVI,14151,Client,RUE NICOLAS APPERT,,,61000,ALENCON
COMPAGNIE DES FROMAGES ET RICHES MONTS,10632,Client,USINE LES ESSARTS,,,61000,ALENCON
TTA,6868,Client,ZI DE LONRAI,,,61000,ALENCON
GROUPE SEB MOULINEX,7410,Client,28 AV JEAN MANTELET,,,61000,ALENCON
SUEZ RV NORMANDIE,4226,Client,1 LIEU DIT LA NOE DE GEIGNE,,,61000,ALENCON
ADAP ENTREPRISE 61 EA L ATELIER DU LONDEAU,11194,Client,46 RUE LAZARE CARNOT,,,61000,ALENCON
APPLIPLAST TECHNOLOGIES,11775,Client,18 RUE EIFFEL,,,61000,ALENCON
FP NATURAL INGREDIENTS,11569,Client,RUE MARIE HAREL,PARC D ACTIVITES DE CERISE,,61000,CERISE
CONFIMO ALENCON,13520,Client,RUE DE L INDUSTRIE,ZA DU LONDEAU,,61000,CERISE
ANAIS,12552,Client,10 rue de l  Expansion,,,61000,CERISE
ANAIS,13540,Client,10 rue de l Expansion,,,61000,CERISE
TRANSPORT SCHENKER JOYAU,8060,Client,RUE DE BEL AIR,,,61000,CERISE
MAXIMO,4650,Client,RUE NICOLAS JACQUES CONTE,,,61000,CERISE
FAURECIA SIEGES D AUTOMOB,391,Client,LIEU-DIT LE PONT DE VERE,,,61100,CALIGNY
LEMOINE FRANCE,10771,Client,PONT DE VERE,,,61100,CALIGNY
DISTILLERIE DE LA MONNERIE,15699,Client,LD LA MONNERIE,,,61100,CERISY BELLE ETOILE
FIRST TRANSPORTS AFFRETEMENTS,8865,Client,ST GEORGES DES GROSEILLERS,LE MESLERET,,61100,FLERS
AGRIAL - FLERS,13170,Client,182 RUE RENE PRIEUR,LES COUDRETTES,,61100,FLERS
FLERS ERGONOMIE METALLER.,5120,Client,360 RUE ARISTIDE BOUCICAUT,Z.I. DU CHAMP DE COURSES,,61100,FLERS
REXEL - FLERS,13684,Client,483 RUE DU BON MARCHE,ZA DES GRANDS CHAMPS,,61100,FLERS
NOYON FLERS,10827,Client,350 RUE THIMONNIER,ZI DE LA COCHERE,,61100,FLERS
UNISAT 61 SITE DU BOCAGE,15822,Client,261 RUE THIMONNIER,ZI LA CROCHERE,,61100,FLERS
3872 FLERS POINT P,11388,Client,10 RUE JACQUES DURMEYER,,,61100,FLERS
FALOA,1509,Client,108, ROUTE DE MESSEI,,,61100,FLERS
ESPACE CULINAIRE,14574,Client,232 RUE AMEDEE BOLLEE,,,61100,FLERS
LES RESTAURANTS DU COEUR,11190,Client,53 RUE DU COMMANDANT CHARCOT,,,61100,FLERS
HENRI BAL,9016,Client,98 RUE JEAN CHAPTAL,,,61100,FLERS
FANTEX INDUSTRIE,4314,Client,AVENUE DE LA LIBERTE,,,61100,FLERS
HOPITAL JACQUES MONOD,11085,Client,RUE EUGENE GARNIER,,,61100,FLERS
ROVAL,3031,Client,RUE DES SPORTS,,,61100,FLERS
GUIBOUT MATERIAUX,5496,Client,33 AVENUE LOUIS TOUSSAINT,,,61100,FLERS
CENTRE HOSPITALIER,8733,Client,RUE EUGENE GARNIER,,,61100,FLERS
HALBOUT SERVICE,13484,Client,ZA LES JOSNETS,,,61100,LA LANDE PATRY
LARIVIERE,12741,Client,AGENCE DE FLERS,LA POTERIE,,61100,ST GEORGES DES GROSEILLER
FIRST TRANSPORT AFFRETEMENT 61,15337,Client,LE MESLERET,LOGISTIQUE APTAR 61,,61100,ST GEORGES DES GROSEILLER
FIRST TRANSPORT AFFRETEMENT 61,15338,Client,LE MESLERET,LOGISTIQUE FTA 61,,61100,ST GEORGES DES GROSEILLER
THERMOCOAX,9780,Client,8 RUE DU PRE NEUF,RUE DE LA VALLEE,,61100,ST GEORGES DES GROSEILLER
PENET PLASTIQUES,14271,Client,LA POTERIE,,,61100,ST GEORGES DES GROSEILLER
FIRST TRANSPORT AFFRETEMENT,8647,Client,LE MESLERET,,,61100,ST GEORGES DES GROSEILLER
BFC,9476,Client,11 RUE DE L HUISNE,,,61110,REMALARD EN PERCHE
SOLAIPA,2203,Client,LES CLOS TORDS,,,61120,VIMOUTIERS
3946 VIMOUTIERS POINT P,11409,Client,ZI RUE DES TILLEULS,,,61120,VIMOUTIERS
BESSE PRIMEURS,9211,Client,LA METAIRIE,,,61130,APPENAI SOUS BELLEME
SFAN,10102,Client,13 RUE DES RAINETTES,,,61150,RANES
ORNEPLASTIC,3606,Client,CHEMIN DE LA PORTE,,,61160,TRUN
INOXO,9660,Client,ZA DE LA SENTE VERTE,,,61160,TRUN
VIPLAST,13012,Client,ZA DES SENTES,,,61160,TRUN
DISTRICO- LE MELE SUR SARTHE,12659,Client,LA GARE,,,61170,LE MELE SUR SARTHE
3839 ARGENTAN ZI POINT P,8236,Client,ZI SUD,CHEMIN DE LA SAPONITE,,61200,ARGENTAN
ADAP ENTREPRISE 61,14671,Client,2 ROUTE DE SEES,,,61200,ARGENTAN
ROADY HELNICAUTO,11356,Client,avenue de 2 D,B,,,61200,ARGENTAN
ARGENTAN TRANSPORT,15332,Client,BOULEVARD EXPANSION,,,61200,ARGENTAN
NEWCOLD ARGENTAN,11000,Client,ROUTE DE PUTANGES,,,61200,ARGENTAN
CESR PRO ARGENTAN,15523,Client,RUE JACQUES TATI,,,61200,ARGENTAN
YSCO FRANCE,452,Client,53, AV. DE LA 2EME DB,,,61200,ARGENTAN
DISTRICO - SARCEAUX,10936,Client,RD2,,,61200,SARCEAUX
AGRIAL - BAZOCHES AU HOULME,13152,Client,LIEU-DIT LE BOURG,,,61210,BAZOCHES AU HOULME
AGRIAL - PUTANGES,13192,Client,RUE PIERRE RAGUIDEAU,,,61210,PUTANGES LE LAC
DISTRICOLLET,11604,Client,RTE D ARGENTAN,,,61210,PUTANGES PONT ECREPIN
AGRIAL - BRIOUZE,12651,Client,LA HAIE,,,61220,BRIOUZE
SUDPACK MEDICA,6037,Client,LES ROUSSIERS,ZA DE BEAUMONT,,61230,COULMER
SNOP,5124,Client,ZA DE BEAUMONT,,,61230,CROISILLES
TRAITEUR DE LA TOUQUES,4351,Client,ZONE D ACTIVITE DE BEAUMONT,,,61230,CROISILLES
SOCOPA VIANDES,9320,Client,CROISILLES,,,61230,GACE
LES RESTAURANTS DU COEUR,12603,Client,RUE DE LA TOUQUES,,,61230,GACE
LEADER PRICE,13136,Client,RUE LEMERCIER,,,61230,GACE
SUDPACK MEDICA,6038,Client,ZA DE COULMER,,,61230,GACE
PEINTURE  GUY MARCHAND,9438,Client,29 RUE DE LA CHARITE,,,61250,CONDE SUR SARTHE
PVA2M,13087,Client,69 BIS RUE D ALENCON,,,61250,CONDE SUR SARTHE
ALENCON RECEPTION,14473,Client,4 RUE DU CHEMIN DE MAURE,,,61250,DAMIGNY
HAVARD SAS,7180,Client,7-9 RUE GEORGES CHAMPETIER,,,61250,DAMIGNY
GCS LOGISTIQUE DE L ORNE,12382,Client,RUE PAUL GIROD,,,61250,DAMIGNY
REVIVAL ALENCON,14972,Client,ZI NORD,,,61250,DAMIGNY
ATELIER DE BEAUVAIS,12687,Client,ZA LES MAISONS BRULEES,,,61250,LONRAI
PENET PLASTIQUES,14268,Client,RUE FRANCOIS ARAGO,,,61250,VALFRAMBERT
SAS UNITED CAPS,15098,Client,RUE MARC CHAGALL,,,61250,VALFRAMBERT
AUGROS COSMETIC PACKAGING MSV,4767,Client,Z.A. LA BRUYERE,,,61260,LE THEIL
MTA -  MESSAGERIES TRANSPORTS DE L ATLANTIQUE,6995,Client,ZI DE CHARTRAGE,,,61260,LE THEIL
ESSITY PLD FRANCE,6717,Client,ZONE INDUSTRIELLE SUD,RTE D AVEZE,,61260,LE THEIL
SOFEDIT GESTAMP,3198,Client,RUE DE LA PECHERIE,,,61260,LE THEIL
ECLOR BOISSONS,7058,Client,2 ROUTE DE L AIGUILLON,LA ROUGE,,61260,VAL AU PERCHE
BOUTAUX PACKAGING,6100,Client,RD923,Z.A DES BOULAIES,,61260,VAL AU PERCHE
SOGAD,2914,Client,4 ZA,,,61270,AUBE
PRIMEUR 27,15658,Client,LE CHATELET,,,61270,AUGUAISE
MATFER,9246,Client,RTE DE L AIGLE,LES REHARDIERES,,61290,LONGNY AU PERCHE
MATFER INDUSTRIE,3426,Client,ZI LES REHARDIERES,RTE DE L AIGLE,,61290,LONGNY AU PERCHE
AGRIAL - LONGNY LES VILLAGES,12661,Client,ROUTE DE BIZOU,,,61290,LONGNY LES VILLAGES
DISTRICO - AGRIAL - CRULAI,13240,Client,ROUTE DE L AIGLE,,,61300,CRULAI
MADER FRANCE,3977,Client,ZI N�1,2 RUE J.B. REVEILLON,,61300,L AIGLE
L AIGLE DISTRIBUTION,14606,Client,ROUTE DE PARIS,LECLERC,SAINT SULPICE SUR RISLE,61300,L AIGLE
REGNARD TECHNOLOGIES,9334,Client,ZI N�1,RUE FERNAND MICHAUX,,61300,L AIGLE
SEGUR DISTRIB INTERMARCHE,1508,Client,3, AV. COMTESSE DE SEGUR,,,61300,L AIGLE
PASCALYNE - BRICOMARCHE,3750,Client,AVENUE DU MONT SAINT MICHEL,,,61300,L AIGLE
RISLDIS,14618,Client,ROUTE DE PARIS,,,61300,L AIGLE
FM INDUSTRIE,14755,Client,ZA LES BREDOLLIERES,,,61300,L AIGLE
AXFIL,4094,Client,ZI N�1  (SECTEUR EST),,,61300,L AIGLE
ORNALOG TRANSPORTS,7548,Client,ZI N� 1 LE BUAT,,,61300,L AIGLE
3887 L AIGLE ZI POINT P,8450,Client,ZI ROUTE DU CRULAI,,,61300,L AIGLE
PERRET SAS,15329,Client,LA GUINGETTE,,,61300,L AIGLE
COULEUR DE TOLLENS,13023,Client,ROUTE DE PARIS,,,61300,MICHEL THUBEUF
IMV TECHNOLOGIES,15388,Client,AIGLE 4 ZI N�1 LE BUAT,,,61300,ST OUEN SUR ITON
3886 ST OUEN S/ITON POINT P,11393,Client,LES 3 ACRES,,,61300,ST OUEN SUR ITON
GIFI MAG,6865,Client,ZONE ANGLURES,,,61300,ST SULPICE SUR RISLE
ZINQ NORMANDIE,14680,Client,ZA LES BREDOLIERES,,,61300,ST SYMPHORIEN DES BRUYERE
FRENEHARD ET MICHAUX,4368,Client,ZONE INDUSTRIELLE,,,61300,ST SYMPHORIEN DES BRUYERE
EFBS ENTREPOTS FRIGORIF.,14767,Client,SILLY,RUE DE L EGLISE,,61310,GOUFFERN EN AUGE
PALFINGER HAYONS,5542,Client,RUE DE L EGLISE,,,61310,SILLY EN GOUFFERN
GXO LOGISTICS GEL FRANCE,9074,Client,RUE DE L EGLISE,,,61310,SILLY EN GOUFFERN
BUREAUTIQUE ET COMMUNICATION,14381,Client,ZA LA PAILLERIE,,,61340,BERD HUIS
ETABLISSEMENT MAUGER & FILS,13983,Client,21 RUE NORMANDIE-MAINE,,,61350,PASSAIS VILLAGES
SUPER U PERDIS,12595,Client,ROUTE D ALENCON,,,61400,MORTAGNE AU PERCHE
3900 MORTAGNE POINT P,8585,Client,ROUTE DE REMALARD,,,61400,MORTAGNE AU PERCHE
THEPENIER PHARMA INDUSTRI,7491,Client,RD 12,,,61400,SAINT LANGIS LES MORTAGNE
LGP NATURE,12007,Client,ZA DES GAILLONS BELLEVUE,,,61400,ST HILAIRE LE CHATEL
INTERNATIONAL PAPER - SNCO,3036,Client,AVENUE DE LA GARE,,,61400,ST LANGIS LES MORTAGNE
CIR,3832,Client,ZA DE LA GARE,,,61400,ST LANGIS LES MORTAGNE
PCAS,3137,Client,ROUTE DE LASSAY,,,61410,COUTERNE
A2MO,15688,Client,CARREFOUR CHAMPION,,,61430,ATHIS DE L ORNE
MPO,6237,Client,CARREFOUR CHAMPION,,,61430,ATHIS DE L ORNE
LEMOINE FRANCE,3201,Client,ROUTE DE RONFEUGERAI,LA MAISON MANCEL,,61430,ATHIS VAL DE ROUVRE
MPO,15892,Client,54 CHEMIN DES BOURSES,LE HAUT BUAT,,61430,ATHIS VAL DE ROUVRE
AGRIAL - ATHIS DE L ORNE,13210,Client,LIEU-DIT MOTTES,,,61430,ATHIS VAL DE ROUVRE
POULAIN GERARD,7478,Client,ROUTE DE LA 11E DB BRITANNIQUE,,,61430,ATHIS VAL DE ROUVRE
MENUISERIE PELLUET,13820,Client,ZA LA COLOMBLEE,,,61430,ATHIS VAL DE ROUVRE
CARREFOUR MARKET,13828,Client,RUE DU GENERAL LECLERC,,,61500,SEES
AGRIAL - LA FERTE EN OUCHE,13241,Client,ROUTE DE LA FERTE FRESNEL,,,61550,LA FERTE EN OUCHE
SICAB,7069,Client,5 ROUTE DE PARIS,,,61600,LA FERTE MACE
MILCENT SAS,15414,Client,LE BOURG,,,61600,LA MOTTE FOUQUET
INTERMARCHE LEHAN,12294,Client,LA HALTE SAINT FRONT,,,61700,DOMFRONT
3864 DOMFRONT POINT P,8222,Client,ROUTE DU MONT DE MARGANTIN,,,61700,DOMFRONT
LES CHAIS DU VERGER NORMAND,8721,Client,RTE DU MONT ST MICHEL,,,61700,DOMFRONT
FONDERIE DOMFRONTAISE,10428,Client,ZI RUE DE L INDUSTRIE,,,61700,DOMFRONT
AGRIAL - DOMFRONT,13163,Client,ROUTE DE ST HILAIRE DU HARCOUET,,,61700,DOMFRONT
SOCIETE FROMAGERE DE DOMFRONT,3211,Client,ZI DE DOMFRONT,,,61700,DOMFRONT
JACQUES LEBAUDY,13490,Client,4 ROUTE DE TINCHEBRAY,,,61700,LONLAY L ABBAYE
BISCUITERIE DE L ABBAYE,6200,Client,ROUTE DU VAL,,,61700,LONLAY L ABBAYE
TRANS BHR,14390,Client,LA METAIRIE AUVRAY,,,61700,ST BRICE
ECN,7963,Client,ZA DE LA REMAIZIERE,,,61790,SAINT PIERRE DU REGARD
VEOLIA PROPRETE,11090,Client,ZA LA REMAIZIERE,,,61790,ST PIERRE DU REGARD
PNEUS LELIEVRE INTERNAT.,7072,Client,LA GARE,,,61800,MONTSECRET
GESTION INFORMATIQUE DES STOCKS,8254,Client,LA QUERTOTERIE,,,61800,ST PIERRE D ENTREMONT
LEGEARD,3199,Client,ROUTE DE CONDE SUR NOIREAU,Z.I. DE LA MADELEINE,,61800,TINCHEBRAY
DUCHESNAY FRERES,483,Client,ZI LA MADELEINE,,,61800,TINCHEBRAY
KARIBBAN,10884,Client,MIN de ROUEN,AV. DU CDT BERNARD BICHERAY,,76000,ROUEN
MAISON GROSDOIT,10500,Client,AV DU COMMANDANT BICHERAY,BAT B -,,76000,ROUEN
BAUZA,2576,Client,AV. CDT B. BICHERAY,M.I.N. DE ROUEN,,76000,ROUEN
CIRETTE TRAITEUR,12023,Client,AVENUE DU COMMANDANT BICHERAY,MIN,,76000,ROUEN
COUVREUX,1891,Client,AV. DU CDT BICHERAY,MIN,,76000,ROUEN
GAP,8467,Client,AV DU CDT BICHERAY,MIN DE ROUEN,,76000,ROUEN
MARGOT,11866,Client,AV DU COMMANDANT BICHERAY,MIN DE ROUEN,,76000,ROUEN
DISTRIPATES NORMANDIE,11332,Client,AVENUE DU COMMANDANT BICHERAY,MIN DE ROUEN,,76000,ROUEN
MIA PROFEX ROUEN,11141,Client,AV DU CMT BICHERAY,MIN DE ROUEN,,76000,ROUEN
SRPM NEGOCE,8751,Client,AVENUE DU CDT BICHERAY,MIN DE ROUEN,,76000,ROUEN
COUGAL,9645,Client,AVENUE DU CDT BICHERAY,MIN DE ROUEN,,76000,ROUEN
SODIPRAL,2474,Client,AV. BERNARD BICHERAY,MIN. BAT 1- CASE 13,,76000,ROUEN
LA CENTRALE DES VINS,10426,Client,ESPACE DES MAREGRAPHES,QUAI FERDINAND DE LESSEPS,,76000,ROUEN
PPG DISTRIBUTION,12349,Client,LE COMPTOIR GAUTHIER,RUE DU PRE DE LA BATAILLE,,76000,ROUEN
SCOOTLIB FRANCE,10634,Client,ZAC des deux rivi�res,rue Saint Gilles,,76000,ROUEN
COAXEL ROUEN RIVE DROITE,724,Client,RTE DE LYONS,ZA DES DEUX RIVIERES,,76000,ROUEN
GERMAIN,1989,Client,12, BIS RUE LECAT,,,76000,ROUEN
ITALIC - AUX GOURMETS D ITALIE,12009,Client,15 RUE ROLLON,,,76000,ROUEN
NIORT FRERES DISTRIBUTION,15946,Client,154 AVENUE DU MONT RIBOUDET,,,76000,ROUEN
ORIGINE,13859,Client,156 RUE BEAUVOISINE,,,76000,ROUEN
MARY AUTOMOBILES,15108,Client,184 AVENUE DU MONT RIBOUDET,,,76000,ROUEN
RODAFRUITS,11022,Client,205 CHEMIN DE CROISSET,,,76000,ROUEN
LDF POSE,10611,Client,24 QUAI PIERRE CORNEILLE,,,76000,ROUEN
MUSEE DES BEAUX ARTS,15595,Client,26 bis rue jean lecanuet,,,76000,ROUEN
NISSAN ROUEN GROUPE GUEUDET,12352,Client,3, RUE JEAN ANGO,,,76000,ROUEN
ATELIER LUCIEN,15491,Client,37 RUE DU BAC,,,76000,ROUEN
FABRIK A YOOPS,15671,Client,3C RUE DE BAPEAUME,,,76000,ROUEN
UTILE,14225,Client,42 RUE ARMAND CARREL,,,76000,ROUEN
TERRE TRANSIT,13290,Client,6 QUAI DU HAVRE,,,76000,ROUEN
NORMANDY AUCTION,13870,Client,60 RUE VERTE,,,76000,ROUEN
CPFP DE UPR,15170,Client,66 QUAI BOIS GUILBERT,,,76000,ROUEN
PIERRE NOBLE,12446,Client,9 RUE DES JARDINIERS,,,76000,ROUEN
SATN,15492,Client,9 RUE DU RENARD,,,76000,ROUEN
LA SAVOUREUSE ROUEN,11889,Client,AVENUE DU CDT BICHERAY,,,76000,ROUEN
SOFRILOG CHEZ OOFRAIS,14105,Client,MIN DE ROUEN,,,76000,ROUEN
3913 ROUEN POINT P,1581,Client,QUAI DU PRE AUX LOUPS,,,76000,ROUEN
SRTC,12456,Client,RUE DE MADAGASCAR,,,76000,ROUEN
OOFRAIS OUEST,14125,Client,Rue du commandant Bicheray,,,76000,ROUEN
SVD 82,15986,Client,VC Cote de la Lombardie,,,76000,ROUEN
TCAR,14366,Client,15 RUE DE LA PETITE CHARTREUSE,,,76000,ROUEN
SOGEA NORD OUEST TP,14487,Client,10 BLD FERDINAND DE LESSEPS,,,76000,ROUEN
RENAULT RETAIL GROUP,4999,Client,184 AV.DU MT RIBOUDET,,,76000,ROUEN
MATMUT,2629,Client,66, RUE DE SOTTEVILLE,,,76000,ROUEN
CHU HOPITAUX DE ROUEN,14495,Client,1 RUE GERMONT,,,76000,ROUEN
CHU DE ROUEN,225,Client,1, RUE DE GERMONT,,,76000,ROUEN
CAISSE PRIMAIRE D ASSURANCE MALADIE,137,Client,50  AV DE BRETAGNE,,,76000,ROUEN
FRUIDOR,2411,Client,AV DU CDT BICHERAY,,,76000,ROUEN
CHDR CARE,5824,Client,76700 ROGERVILLE,ROUTE DE LA PLAINE,,76051,LE HAVRE
BOLLORE LOGISTICS,1009,Client,PARC LOGISTIQUE PONT NDIE,,,76051,LE HAVRE
RENAULT SANDOUVILLE,972,Client,ZI Portuaire du Havre,,,76054,LE HAVRE
SETPO-TERMINAL PORTE OCEANE,16040,Client,9001 ROUTE DE L ESTUAIRE,,,76056,LE HAVRE
BANQUE ALIMENTAIRE DU HAVRE ET DE LA POINTE DE CAUX,4555,Client,170 BLD JULES DURAND,,,76056,LE HAVRE
ATELIERS DE NORMANDIE,1492,Client,32 RUE DE COLMAR,,,76056,LE HAVRE
TERMINAL NORMANDIE MSC,15973,Client,9001 ROUTE L ESTUAIRE,,,76056,LE HAVRE
SHGT,1048,Client,CENTRE COMM. INTERNAT.,,,76056,LE HAVRE
MANUCAR,10739,Client,CHCI 182 QUAI GEORGE V,,,76056,LE HAVRE
SETPO,12793,Client,32 RUE DE COLMAR,,,76056,LE HAVRE CEDX
RESTAURANTS DU COEUR,2291,Client,170 BLD JULES DURAND,,,76057,LE HAVRE
TMP,2148,Client,29, RUE PIERRE GUINARD,,,76059,LE HAVRE
JELETRANS,873,Client,AV. DU 16EME PORT,,,76059,LE HAVRE
GMP,1473,Client,AV. DU 16EME PORT,,,76059,LE HAVRE
DF INDUSTRIE,2792,Client,CHAUSSEE DE LA MOSELLE,,,76059,LE HAVRE
GEFCO FRANCE SAS,1466,Client,12 COURS CDT FRATACCI,,,76061,LE HAVRE
UNIVERSITE LE HAVRE NORMANDIE,15863,Client,25 RUE PHILIPPE LEBON,,,76063,LE HAVRE
LASSARAT,1978,Client,14-16 RUE EUGENE THEPOT,,,76063,LE HAVRE
LAFARGE CIMENTS,891,Client,Z.I. DU HAVRE,,,76065,LE HAVRE
EFBS ENTREPOTS FRIGORIF. DE LA BASSE SEINE,741,Client,10 � 30, RTE DU PONT VI,,,76067,LE HAVRE
FOURE LAGADEC,761,Client,164 BLD DE GRAVILLE,,,76067,LE HAVRE
EDF UP LE HAVRE,9120,Client,2 ROUTE DU MOLE CENTRAL,,,76067,LE HAVRE
CCI DU HAVRE,5834,Client,PLACE JULES FERRY,,,76067,LE HAVRE
GRAND PORT FLUVIO MARITIME DE L AXE SEINE DT DU HAVRE,1469,Client,TERRE PLEIN DE LA BARRE,,,76067,LE HAVRE
LYCEE LAVOISIER,1513,Client,51, RUE DES MOTEAUX,,,76070,LE HAVRE
LACMIL,7100,Client,60 QUAI RAVERAT,,,76070,LE HAVRE
ATALIAN CHEZ TOURRE ET CIE,15268,Client,111 Rue de la Vall�e,,,76071,LE HAVRE
PACKGEL,13550,Client,20 A 30 RUE DU PONT VI,,,76071,LE HAVRE
TOURRES ET CIE,15943,Client,45 RUE JULES DELAMARE,,,76071,LE HAVRE
SLAUR SARDET,9355,Client,192 RUE DE LA VALLEE,,,76071,LE HAVRE
SEAFRIGO LOGISITQUE,15675,Client,273, BLD JULES DURAND,,,76071,LE HAVRE
CEDILEC - LECLERC,268,Client,RTE DE LA POINTE DU HOC,,,76071,LE HAVRE
CU LE HAVRE SEINE METROPOLE,13500,Client,19 RUE GEORGES BRAQUE,,,76085,LE HAVRE
CRAM,2501,Client,03, RUE DEMIDOFF,,,76087,LE HAVRE
GCA LOGISTICS LE HAVRE,14627,Client,QUAI DE FRANCE,CHEZ LUBRIZOL ROUEN,,76100,ROUEN
ORG. TRANSIT & SHIPPING,14647,Client,AVENUE DU GRAND COURS,HANGAR 182,,76100,ROUEN
SCIENCE ACTION HAUTE NORMANDIE,10808,Client,115 BOULEVARD DE L EUROPE,P�LE REGIONAL DES SAVOIRS,,76100,ROUEN
VIAM CHEZ LUBRIZOL,15191,Client,25 QUAI DE FRANCE,,,76100,ROUEN
NEXTLAB,5574,Client,28, RUE DESSEAUX,,,76100,ROUEN
ALTERNOO,14087,Client,4 RUE HENRI II PLANTGENET,,,76100,ROUEN
SCI LA FILATURE (9916),15611,Client,49 BIS RUE PIERRE RENAUDEL,,,76100,ROUEN
AXIMUM INDUSTRIE COL 7621,15458,Client,5 RUE DU QUAI DE DEBARQUEMENT,,,76100,ROUEN
ETABLISSEMENTS THOUMYRE,15442,Client,51 AVENUE DE CAEN,,,76100,ROUEN
LES RESTAURANTS DU COEUR,1421,Client,57 RUE DESSEAUX,,,76100,ROUEN
FDSN,15991,Client,72 RUE DE LESSARD,,,76100,ROUEN
CLINIQUE DE L EUROPE,11237,Client,73 BLD DE L EUROPE,,,76100,ROUEN
NORMANDIE SOLUTIONS SERVICES,12859,Client,BOULEVARD DU MIDI,,,76100,ROUEN
SENALIA SICA,11851,Client,PRESQU  ILE ELIE,,,76100,ROUEN
ISS CHEZ SENALIA,12644,Client,PRESQU ILE ELIE,,,76100,ROUEN
HOTEL DU DEPARTEMENT,590,Client,COURS CLEMENCEAU,,,76100,ROUEN
NEXIRA,10061,Client,129 CHEMIN DE CROISSET,,,76100,ROUEN
DOCKSEINE,13836,Client,34 BLD DU MIDI,,,76100,ROUEN
KLOECKNER METALS FRANCE,847,Client,15, 17 QUAI DE FRANCE,,,76100,ROUEN
LUBRIZOL FRANCE,719,Client,25 QUAI DE FRANCE,,,76100,ROUEN
NORMANDIE LOGISTIQUE,7568,Client,RUE DE MADAGASCAR,,,76100,ROUEN
NL TRANSPORT,14411,Client,RUE DE MAGADASCAR,,,76100,ROUEN
SENALIA SICA,2975,Client,1 RUE BERTHE MORISOT,,,76100,ROUEN
SENALIA UNION,1292,Client,PRESQU ILE ELIE,,,76100,ROUEN
Laboratoire D�partemental,9580,Client,AVENUE DU GRAND COURS,,,76100,ROUEN
CENTRE E. LECLERC - CITADIS,8088,Client,RUE H,G, DE KERVILLE,,,76100,ROUEN
FLCM CHEZ MOULIN SOUFFLET,14615,Client,102 121 QUAI DE DANEMARK,,,76100,ROUEN
PLANT N CAUX,14051,Client,2447 ROUTE DES IFS,,,76110,AUVERVILLE LA RENAULT
ECO TEAM TERRE,14406,Client,370 LE GRAINDOR,,,76110,BREAUTE
RESEAUX ENVIRONNEMENT,9740,Client,ZA LES SAPINS,,,76110,BREAUTE
MAGDIS,2903,Client,ZA ROUTE DES SAPINS,,,76110,BREAUTE
CAUX & CAUX,15395,Client,151 Route d Annouville,,,76110,BRETTEVILLE DU GRAND CAUX
LA CHAMPAGNE,4885,Client,11 Route de Goderville,,,76110,DAUBEUF SERVILLE
COMMUNAUTE DE COMMUNES,8535,Client,CAMPAGNE DE CAUX,ZA RTE DE BOLBEC,,76110,GODERVILLE
JEAN MARC MALO,6267,Client,100 FERME DU MONTIER,,,76110,GODERVILLE
SCEA DU CLERCY,13907,Client,100 FERME MONTIER,,,76110,GODERVILLE
AGY LIN,6864,Client,45 R EMILE BENARD,,,76110,GODERVILLE
CARDUTOT SUPERMARC.  CHAMPION,2435,Client,RTE DE VALMONT,,,76110,GODERVILLE
DU VIEUX MOULIN,16061,Client,567 ROUTE DE ROUMARE,,,76110,GONFREVILLE CAILLOT
R BOCQUEL,227,Client,HAMEAU ANTIVILLE,,,76110,GRAINVILLE YMAUVILLE
FRANCOFIL,14373,Client,2674 Route des Faisans,,,76110,MANNEVILLE LA GOUPIL
BURBAN PALETTES,12392,Client,SAINT SAUVEUR D EMALLEVILLE,,,76110,ST SAUVEUR D EMALLEVILLE
CLEAN INVEST FRANCE,6898,Client,ZA 22 CHEMIN DU GAL,,,76113,SAHURS
ATELIER NORMAFIL,11415,Client,215 rue des Perdrix,ZI DE FLAMANVILLE,,76116,MARTAINVILLE EPREVILLE
SOFAP INGENIERIE,5659,Client,ZA DE FLAMANVILLE,,,76116,MARTAINVILLE EPREVILLE
TDM INDUSTRIE,9141,Client,1165 RUE DES ROUGEMONTS,,,76116,SERVAVILLE SALMONVILLE
OPRM,15858,Client,3 B RUE PASTEUR,,,76117,INCHEVILLE
ALTERBURO DISTRIBUTION,1903,Client,5 AVENUE PHILLIPE LEBON,CHEZ ZIEGLER,,76120,LE GRAND QUEVILLY
CEREMA,177,Client,10 CHEMIN DE LA POUDRIERE,,,76120,LE GRAND QUEVILLY
SMEDAR,1780,Client,40 BLD DE STALINGRAD,,,76120,LE GRAND QUEVILLY
GREIF FRANCE,1303,Client,CHEMIN DU GORD,,,76120,LE GRAND QUEVILLY
SHNP HYPER U,6154,Client,CENTRE CIAL BOIS CANY,,,76120,LE GRAND QUEVILLY
CHU DE ROUEN LOGISTIQUE PHARMECEUTIQUE HOSPITALIERE,15347,Client,PLATEFORME LOGISTIQUE,2 Ave JBaptiste L,,76120,LE GRAND QUEVILLY
